Year,State,City,Length,Mode,Company
1899,Virginia,Charlottesville,3.5,,Piedmont Improvement & Construction Co
1899,Virginia,Danville,3.2,,Danville Street Car Co.
1899,Virginia,"Hampton, Newport",14,,Hampton & Old Point Railway Co.
1899,Virginia,Norfolk,22,,Norfolk Street Railroad Co
1899,Virginia,Norfolk,11,,Norfolk & Ocean View Railroad Co.
1899,Virginia,Norfolk,8,,Port Norfolk Electric Railway Co
1899,Virginia,LYNCHBURG,5.5,,Lynchburg Electric Railway & Light Co.
1899,Virginia,LYNCHBURG,5.5,,Lynchburg & Rivermont Street Railway Co.
1899,Virginia,Petersburg,3.25,,Petersburg Street Railway Co.
1899,Virginia,Portsmouth,11,,Portsmouth Street Railway Co.
1899,Virginia,Richmond,75,,Richmond Passenger & Power Co.
1899,Virginia,Richmond,16.5,,Richmond Traction Co.
1899,Virginia,Radford,2.5,,Radford Water Power Co.
1899,Virginia,ROANOKE,19,,Roanoke Street Railway Co.
1899,Virginia,STAUNTON,8,,City Street Car Co.
1899,Washington,Everett,7,,
1899,Washington,Fairhaven,18.5,,
1899,Washington,New Whatcom,4,,
1899,Washington,Olympia,4,,
1899,Washington,Seattle,14.4,,Pacific Northeast Traction
1899,Washington,Seattle,4.5,,PugetSound Traction L&P
1899,Washington,Seattle,12.75,,Seattle Munic St.Ry.
1899,Washington,Seattle,57.5,,Seattle & Rainer Valley Railway
1899,Washington,Spokane,48.8,,Spokane & Inland
1899,Washington,Spokane,11.25,,Washingtou Water
1899,Washington,Tacoma,48,,Pacific Traction
1899,Washington,Tacoma,26,,Puget Sound Elec. Ry.
1899,Washington,Vancouver,3,,
1899,Washington,Walla Walla,4,,
1899,Oregon,Astoria,3,,Astoria Street Railway Co.
1899,Oregon,Portland,32,,Portland Ry. Co.
1899,Oregon,Portland,49,,City & Suburban Railway Co.
1899,Oregon,Portland,18,,East Side Railway Co.
1899,Oregon,Portland,1,,City & West Portland Park Motor Co.
1899,Oregon,Portland,4.5,,Portland Traction Co.
1899,Oregon,Salem,14,,Salem Light & Traction Co.
1899,Wisconsin,Appleton,13.1,Electric,Fox River Valley Electric Railway Co.
1899,Wisconsin,Ashland,7,Electric,
1899,Wisconsin,Eau Claire,22,,
1899,Wisconsin,Green Bay,14.5,,
1899,Wisconsin,Janesville,7,,Janesville Street Railway Co.
1899,Wisconsin,La Crosse,17.45,,
1899,Wisconsin,Madison,9,,
1899,Wisconsin,Marinette,7.5,Electric,
1899,Wisconsin,Merrill,1.63,Electric,Merrill Railway & Lighting Co.
1899,Wisconsin,Neenah,4,Electric,
1899,Wisconsin,Oshkosh,16,Electric,
1899,Wisconsin,Sheboygan,13,,
1899,Wisconsin,West Superior,26,,
1899,Wisconsin,Milwaukee,141,,
1899,Wisconsin,Milwaukee,74,,"Milwaukee Light, Heat & Traction Co."
1899,Illinois,Chicago,1022.12,,
1899,Illinois,ALTON,9,,
1899,Illinois,AURORA,18,,
1899,Illinois,BELLEVILLE,5,,
1899,Illinois,BLOOMINGTON,11,,
1899,Illinois,CAIRO,4,,
1899,Illinois,CENTRALIA,3,,
1899,Illinois,CHAMPAIGN,11,,
1899,Illinois,CHILLICOTHE,3.5,,
1899,Illinois,DANVILLE,12,,
1899,Illinois,DECATUR,13.5,,
1899,Illinois,DU QUOIN,3,,
1899,Illinois,EAST ST. LOUIS,28,,
1899,Illinois,ELGIN,31,,
1899,Illinois,FREEPORT,6,,
1899,Illinois,GALESBURG,15,,
1899,Illinois,HARVEY,3,,
1899,Illinois,JACKSONVILLE,5,,
1899,Illinois,JOLIET,25,,
1899,Illinois,KANKAKEE,8.25,,
1899,Illinois,LA SALLE,12,,
1899,Illinois,LINCOLN,6,,
1899,Illinois,MECHANICSBURG,3.5,,
1899,Illinois,MOLINE,5,,
1899,Illinois,OTTAWA,8,,
1899,Illinois,PEORIA,61,,
1899,Illinois,QUINCY,15,,
1899,Illinois,ROCKFORD,22,,
1899,Illinois,SPRINGFIELD,20,,
1899,Illinois,STREATOR,6.25,,
1899,Illinois,VENICE,5.5,,
1899,Illinois,WAUKEGAN,10,,
1900,Illinois,Chicago,1096.1,,
1900,Illinois,ALTON,12,,
1900,Illinois,AURORA,18,,
1900,Illinois,BELLEVILLE,5,,
1900,Illinois,BLOOMINGTON,11,,
1900,Illinois,CAIRO,4,,
1900,Illinois,CENTRALIA,3,,
1900,Illinois,CHAMPAIGN,11,,
1900,Illinois,DANVILLE,12,,
1900,Illinois,DECATUR,13.5,,
1900,Illinois,DU QUOIN,3,,
1900,Illinois,EAST ST. LOUIS,28,,
1900,Illinois,ELGIN,31,,
1900,Illinois,FREEPORT,6,,
1900,Illinois,GALESBURG,16,,
1900,Illinois,HARVEY,3,,
1900,Illinois,JACKSONVILLE,5,,
1900,Illinois,JOLIET,25,,
1900,Illinois,KANKAKEE,8.25,,
1900,Illinois,LA SALLE,7.5,,
1900,Illinois,LINCOLN,6,,
1900,Illinois,MECHANICSBURG,3.5,,
1900,Illinois,MOLINE,5,,
1900,Illinois,OTTAWA,8,,
1900,Illinois,PEORIA,61,,
1900,Illinois,QUINCY,17,,
1900,Illinois,ROCKFORD,22,,
1900,Illinois,SPRINGFIELD,20,,
1900,Illinois,STREATOR,6.25,,
1900,Illinois,VENICE,5.5,,
1900,Illinois,Appleton,12.5,Electric,
1900,Illinois,Ashland,7,Electric,
1900,Illinois,Eau Claire,22,Electric,
1900,Illinois,Fond du Lac,5.5,Electric,
1900,Illinois,Green Bay,14.5,,
1900,Illinois,Janesville ,7,,Janesville Street Railway Co.
1900,Illinois,La Crosse,17.45,,
1900,Illinois,Madison,9,Electric,
1900,Illinois,Marinette,7.5,Electric,
1900,Illinois,Merrill,1.63,Electric,
1900,Illinois,Neenah,4,Electric,
1900,Illinois,Oshkosh,16,Electric,
1900,Illinois,Sheboygan,19,,
1900,Illinois,West Superior,26,,
1900,Alabama,ANNISTON,9.25,,
1900,Alabama,BIRMINGHAM,91.68,,
1900,Alabama,GADSDEN,11.25,,
1900,Alabama,MOBILE,40,,
1900,Alabama,MONTGOMERY,18.5,,
1900,Alabama,NEW DECATUR,6.37,,
1900,Alabama,OPELIKA,7.33,,
1900,Alabama,SELMA,6,,
1900,Alabama,TUSCALOOSA,6,,
1900,Connecticut,Bridgeport,54.8,,Bridgeport Traction Co
1900,Connecticut,Bristol,7.7,,Bristol & Plainville Tramway Co
1900,Connecticut,Danbury,11.15,,Danbury & Bethel Street Railway Co
1900,Connecticut,Derby,6.3,,Derby Street Railway Co
1900,Connecticut,Hartford,62.53,,Hartford Street Railway Co
1900,Connecticut,Hartford,18.5,,"Hartford, Manchester & Rockville Tramway Co"
1900,Connecticut,Hartford,14,,Farmington Street Railway Co
1900,Connecticut,Meriden,18,,Meriden Electric Railway Co
1900,Connecticut,Meriden,8,,"Meriden, Southington & Compounce Tramway Co"
1900,Connecticut,,63.66,,Montville Street Railway Co
1900,Connecticut,New Haven,63.66,,Fair Haven & Westville Railway Co
1900,Connecticut,,7.18,,New London Street Railway Co 
1900,Connecticut,Norwich,12.46,,Norwich Street Railway Co
1900,Connecticut,Danielson,10,,People's Tramway Co
1900,Connecticut,,11.05,,Stamford Street Railroad Co
1900,Connecticut,,13,,Torrington & Winchester Street Railway Co
1900,Connecticut,,13.8,,Milford Street Railway Co
1900,Connecticut,,1.36,,Manufacturers’ Street Railway Co
1900,Connecticut,,7.5,,N o rw a lk S tre e t R a ilw a y Co
1900,Connecticut,,20,,Norwalk Tramway Co
1900,Connecticut,,3,,Shelton Street Railway Co
1900,Connecticut,,21.44,,Winchester Avenue Railroad Co
1900,Connecticut,Thompsonville,8.62,,Enfield & Longmeadow Electric Railway 
1900,Connecticut,,12,,Willimantic Railway
1900,Florida,Fort Meade,1.5,,Fort Meade Railway Co
1900,Florida,Jacksonville,9.5,,North Jacksonville Street Rwy
1900,Florida,Jacksonville,5,,Jacksonville Railway Co
1900,Florida,Jacksonville,3,,Jacksonville Main St Co
1900,Florida,Key West,5,,The Key West Elec Co
1900,Florida,Pensacola,19,,Pensacola Elec Co
1900,Florida,Tampa,24,,Tampa Elec Co
1900,Florida,Palatka,4,,Palatka & Heights Rwy Co
1900,Georgia,Athens,5.5,Electric,
1900,Georgia,Atlanta,112,Electric,
1900,Georgia,Augusta,25.13,Electric,
1900,Georgia,Columbus ,4,Steam,
1900,Georgia,Columbus ,20.4,Electric,
1900,Georgia,Covington,6,Horse,
1900,Georgia,Gainesville,5,Horse,
1900,Georgia,Macon,27,Electric,
1900,Georgia,Rome,6.5,Electric,
1900,Georgia,Savannah,35,Electric,
1900,Georgia,Savannah,5,Steam,
1900,Indiana,Anderson,100,Electric,Union Traction Co
1900,Indiana,Columbus ,6.5,Electric,(John S.) Crump’s Street Railway.
1900,Indiana,Evansville,27,Electric,Evansville Street Railway Co.
1900,Indiana,Fort Wayne,31,Electric,Fort Wayne Traction Co
1900,Indiana,Hammond,22.5,Electric,"Hammond, Whiting & East Chicago Electric Railway Co"
1900,Indiana,Indianapolis,111,Electric,Indianapolis Street Railway Co
1900,Indiana,Indianapolis,7.5,Electric,Broad Ripple Traction Co. 
1900,Indiana,Kokomo,6,Electric,Kokomo Street Railway Light & Power Co
1900,Indiana,Lafayette,15,Electric,Lafayette Street Railway Co
1900,Indiana,Logansport,5.5,Electric,Logansport Railway Co.
1900,Indiana,Madison,4,Electric,Madison Light & Railway Co.
1900,Indiana,Michigan City,6,Electric,Lake Cities Electric Railway Co. 
1900,Indiana,New Albany,7,Electric,New Albany Railway Co.
1900,Indiana,New Albany,2,Electric,Highland Railroad Co.
1900,Indiana,Richmond,11,Electric,Richmond Traction Co
1900,Indiana,Terre Haute,17.5,Electric,Terre Haute Electric Co.
1900,Indiana,Vincennes,5,Electric,Vincennes Citizens’ Street Railway Co.
1900,Indiana,Washington,5,Electric,Washington Street Railway Co.
1900,Iowa,BOONE,5,Electric,
1900,Iowa,BURLINGTON,16.5,Electric,
1900,Iowa,CEDAR RAPIDS,14,Electric,
1900,Iowa,CLINTON,14,Electric,
1900,Iowa,COUNCIL BLUFFS,22.5,Electric,
1900,Iowa,DAVENPORT,42,Electric,
1900,Iowa,DUBUQUE,24.5,Electric,
1900,Iowa,FORT MADISON,4,Electric,
1900,Iowa,KEOKUK,7,Electric,
1900,Iowa,MARSHALLTOWN,3.5,Electric,
1900,Iowa,MASON CITY,17.6,Electric,
1900,Iowa,MUSCATINE,8,Electric,
1900,Iowa,OTTUMWA,6,Electric,
1900,Iowa,SIOUX CITY,40.5,Electric,
1900,Iowa,TOLEDO,3,Electric,
1900,Iowa,WATERLOO,18,Electric,
1900,Kentucky,BOWLING GREEN,5,,
1900,Kentucky,LOUISVILLE.,10,Horse,LOUISVILLE STREET RAILWAY SYSTEM
1900,Kentucky,HENDERSON.,5,,
1900,Kentucky,FRANKFORT.,7.25,,
1900,Kentucky,LEXINGTON,13,,Passenger & Belt Railway Co.
1900,Kentucky,LOUISVILLE.,130,Electric,LOUISVILLE STREET RAILWAY SYSTEM
1900,Kentucky,MAYSVILLE.,4,,
1900,Kentucky,OWENSBORO.,8.5,,
1900,Kentucky,PADUCAH.,15,,
1900,Louisiana,New Orleans,115,,New Orleans City Railroad Co.
1900,Louisiana,New Orleans,35,,New Orleans & Carrollton Railroad Co.
1900,Louisiana,New Orleans,12.4,,St. Charles Street Railroad Co.
1900,Louisiana,New Orleans,10.9,,Orleans Railroad Co.
1900,Louisiana,Baton Rouge,4,,Home Electric Co.
1900,Louisiana,Lake Charles,5,,Lake Charles Street Railway Co.
1900,Louisiana,Shreveport,3,,Shreveport City Railroad Co.
1900,Louisiana,Shreveport,5.25,,Shreveport Belt Railway Co.
1900,Maryland,Baltimore,337,Electric,The United Railways & Electric Co. of Baltimore
1900,Maryland,Cumberland,6.5,Electric,Cumberland Electric Railway Co
1900,Maryland,Frederick City,9.3,Electric,Frederick & Middletown Railway Co
1900,Maryland,Frederick City,5.5,Electric,Myersville & Catoctin Railway Co
1900,Maryland,Frederick City,55,,"Frederick, Thurmont & Northern Railway Co"
1900,Maryland,Hagerstown,13.5,Electric,Hagerstown Railway Co
1900,Michigan,,4,,
1900,Michigan,,29,,
1900,Michigan,,101,,
1900,Michigan,,62,,
1900,Michigan,,25,,
1900,Michigan,,54,,
1900,Michigan,,21.5,,
1900,Michigan,,17,,
1900,Michigan,,10.5,,
1900,Michigan,,17.97,,
1900,Michigan,,17,,
1900,Michigan,,60,,
1900,Michigan,,80,,
1900,Michigan,,4,,
1900,Michigan,,2,,
1900,Michigan,,50,,
1900,Michigan,,1.75,,
1900,Michigan,,7.5,,
1900,Michigan,,7,,
1900,Michigan,,10.5,,
1900,Michigan,,14,,
1900,Michigan,,6,,
1900,Michigan,,6.5,,
1900,Michigan,,6,,
1900,Michigan,,15,,
1900,Michigan,,4,,
1900,Michigan,,5.2,,
1900,Michigan,,10.5,,
1900,Michigan,,40,,
1900,Michigan,,8,,
1900,Missouri,St. Louis,419.15,,
1900,Missouri,,3,,Clinton Street Railway Co.
1900,Missouri,,4.5,,Hannibal Railway Co.
1900,Missouri,Kansas City,136,,Metropolitan Street Railway Co.
1900,Missouri,Kansas City,16.8,,Brooklyn Avenue Railway Co.
1900,Missouri,Kansas City,25,,Kansas City—Leavenworth Railway Co.
1900,Missouri,Kansas City,6,,East side electric Railway Co.
1900,Missouri,Lexington,3,,Lexington Street Railway Co.
1900,Missouri,St Joseph,33,,"St Joseph Railway, Light, Heat & Power Co."
1900,Missouri,Webb City,33,,Southwest Missouri Electric Railway Co
1900,Missouri,Sedalia,29,,Sedalia Electric & Railway Co.
1900,Missouri,Springfield,15.8,,Springfield Traction Co.
1900,Missouri,CAPE GIRARDEAU,2.5,,Citizens Street Railway Co.
1900,Missouri,St Louis,419.15,,United Railways Co. of St. Louis
1900,Missouri,St Louis,6.65,,Baden & St. Lonis Railroad
1900,Missouri,St Louis,34.48,,Cass Avenue & Fair Grounds Railway Co.
1900,Missouri,St Louis,16.36,,Citizens’ Railway Co.
1900,Missouri,St Louis,6.75,,"Forest Park, Laclede Avenue & Fourth Street Railway Co."
1900,Missouri,St Louis,5,,Fourth Street & Arsenal Railway Co.
1900,Missouri,St Louis,6.79,,Jefferson Avenue Railroad Co.
1900,Missouri,St Louis,60,,Lindell Railway Co.
1900,Missouri,St Louis,10.56,,Midland Street Railway Co.
1900,Missouri,St Louis,26,,Missouri Railroad Co.
1900,Missouri,St Louis,9.6,,People’s Railroad Co.
1900,Missouri,St Louis,9.6,,St. Louis County Street Railway Co.
1900,Missouri,St Louis,2,,St. Louis & East St. Louis Electric Railway Co
1900,Missouri,St Louis,10.5,,St. Louis & Kirkwood Railroad Co.
1900,Missouri,St Louis,18,,St. Louis & Meramec River Railroad Co.
1900,Missouri,St Louis,14.62,,St. Louis Railroad Co.
1900,Missouri,St Louis,28.5,,St. Louis & Suburban Railway Co.
1900,Missouri,St Louis,21.68,,Southern Electric Railway Co.
1900,Missouri,St Louis,75.5,,Union Depot Railway Co.
1900,Missouri,St Louis,5.11,,Delmnr Avenue & Clajton Railway Co.
1900,Missouri,St Louis,3,,S t Louis County Street Railway Co.
1900,Missouri,St Louis,2,,St. Louis. Clayton & Creve Coeur Lake Railroad Co.
1900,New Jersey,Asbury Park,24,,Altantic Coast Electric Railroad
1900,New Jersey,Atlantic City,17,,West Jersey & Seashore R. R. Co
1900,New Jersey,Atlantic City,17,,Alantie City Electric Railways
1900,New Jersey,Bridgeton,18,,The Bridgeton & Milliville Traction Co
1900,New Jersey,Bridantine Beach,9,,Brigantine Trasportation Co
1900,New Jersey,Burlington,7.15,,Burlington & Mount Holly Traction Railway Co.
1900,New Jersey,Camden,15.8,,Camden & Suburban Railway
1900,New Jersey,Camden,30,,Camden Horse Railroad
1900,New Jersey,Camden,23.3,,Camden Gloueester & Woodbury Railway
1900,New Jersey,Cape May,10.8,,"Cape May, Delaware BAY & Sewll's Pelay Railroad Co"
1900,New Jersey,Elizabeth,3.5,,Elizabeht Street Railway Co.
1900,New Jersey,Hoboken,148,,New Jerry Electric Railway Co.
1900,New Jersey,Jersey City,235,,North Jersey Street Railway Co.11
1900,New Jersey,Newark,52,,North Hudson County Railway
1900,New Jersey,Keyport,3.5,,Keyport & Matawan Street Railroad Co.
1900,New Jersey,Long Brach,5.37,,Long Branch Electric Railway Co.
1900,New Jersey,Millville,3.64,,Millville Traction Co
1900,New Jersey,Mount Holly,1.25,,Mount Holly Street Rilway
1900,New Jersey,New Brunswick,32.87,,New Brunswlek City Railway
1900,New Jersey,New Brunswick,14,,New Brunswick City Railway Co
1900,New Jersey,New Brunswick,6,,The New York & Philadephia Traction Co
1900,New Jersey,Ocean City,7,,Ocrean City Electric Railway Co.
1900,New Jersey,Orange,10,,Orange Mountain Traction cO
1900,New Jersey,Orange,35,,Orange Mountain Traction cO
1900,New Jersey,Orange,5.5,,South Orange & Maplewood Traction Co
1900,New Jersey,Paterson,35,,Paterson Railay Co
1900,New Jersey,Paterson,8,,Paterson Central Electric Railroad Co
1900,New Jersey,Paterson,8,,Paterson Horse Railroad Co
1900,New Jersey,Phillipsburg,3.62,,Phillpsburg Horse Car Railraod Co
1900,New Jersey,Plinfield,9,,Flainfield Street Railway Co
1900,New Jersey,Point Pleasant,4,,Bay Head & Point pleasant Street Railraod Co.
1900,New Jersey,rahway,8,,The Railway Electric co
1900,New Jersey,Red Bank,20,,"Atlantic Highland, Red Bank & Long Branch Electric Railway Co."
1900,New Jersey,Riverside,29,,Camden & Trenton Railway Co
1900,New Jersey,Rutherford,12,,Newark & Hackenack Tractoion Co
1900,New Jersey,Trenton,30,,Trenton Street Railway Co
1900,New Jersey,Undercliff,9,,Bergea County Traction Co
1900,New Jersey,Woodbridge,4.7,,Woodbridge & Sewarea Electric Street Railway Co
1900,New York,Albany,78,Electric,United Traction Co.
1900,New York,Amsterdam,4.7,Electric,Amsterdam Street Railroad
1900,New York,Auburn,12.9,Electric,Auburn City Railroad Co. 
1900,New York,Ballston Spa,9.5,Electric,The Ballston Terminal Railroad Co.
1900,New York,Bellevue,15.62,Electric,"Buffalo, Bellevue & Lancaster Railway Co."
1900,New York,Binghamton,35.85,Electric,Binghamton Railroad Co. 
1900,New York,Brooklyn,514.97,Electric,Brooklyn Heights R. R. Co.
1900,New York,Brooklyn,136,Electric,Nassan Electric Railroad Co. (Brooklyn)
1900,New York,Brooklyn,45.03,Electric,"Brooklyn, Queens Co. & Suburban R. R. Co."
1900,New York,Brooklyn,13.75,Electric,Coney Island & Brooklyn R. R. Co.
1900,New York,Brooklyn,12.27,Electric,Sea Beach Railway Co. 
1900,New York,Brooklyn,24.8,Electric,The Long Island Electric Railway Co.
1900,New York,Brooklyn,2.5,Electric,Van Brunt St. & Erie Basin R. R. Co.
1900,New York,Buffalo,164.66,Electric,Buffalo Railway Co.
1900,New York,Buffalo,93.49,Electric,Crosstown Street Railway Co. of Buffalo
1900,New York,Buffalo,19.2,Electric,Buffalo Traction Co.
1900,New York,Buffalo,30,Electric,Buffalo & Niagra Falls Electric Railway Co.
1900,New York,Buffalo,15.62,Electric,"Buffalo, Bellevue & Lancaster Railway Co."
1900,New York,Buffalo,32.95,Electric,Buffalo & Lockport Railway Co. 
1900,New York,Buffalo,16.7,Electric,The Niagra Falls & Suspension Bridge Railway Co.
1900,New York,Buffalo,28,Electric,"Niagra Falls, Park & River Railway Co. "
1900,New York,Buffalo,1.75,Electric,"Niagra Falls, Whirlpool & Northern Railway Co."
1900,New York,Buffalo,10,Electric,"Buffalo, Tonawanda & Niagra Falls Electric Railroad"
1900,New York,Canandaigua,3,Electric,Canandigua Electric Light & Railroad Co.
1900,New York,City Island,1.5,Horse,Pelham Park Railroad Co.
1900,New York,City Island,2,Horse,City Island Railroad
1900,New York,Corning,5.3,Electric,Corning & Painted Street Railway
1900,New York,Cortland,10.57,Electric,Cortland & Homer Horse Railroad Co.
1900,New York,Deerfield,1.8,Horse,Deerfield & Utica Railroad Co. 
1900,New York,Elmira,16.6,Electric,Elmira & Horseheads Railway Co. 
1900,New York,Elmira,9.75,Electric,West Side Railroad Co. 
1900,New York,Fishkill,3.25,Electric,Citizens' Street Railroad Co.
1900,New York,Fishkill,4,Electric,Fishkill Electric Railway Co. 
1900,New York,Fredonia,3.7,Electric,Dunkirk & Fredonia Railroad Co.
1900,New York,Gardenville,4.5,Electric,"Buffalo, Gardenville & Ebenezer Railway Co. "
1900,New York,Geneva,17.75,Electric,"Geneva, Waterloo, Seneca Falls & Cayuga Lake Traction Co."
1900,New York,Glens Falls,10,Electric,"Glen Falls, Sandy Hill & Fort Edward Street Railway Co."
1900,New York,Gloversville,25.33,Electric,"Fonda, Johnstown & Gloversville Railroad Co."
1900,New York,Hoosick Falls,16.5,Electric,Hoosick Railway Co.
1900,New York,Hornellsville,5.06,Electric,The Hornellsville Electric Railway Co.
1900,New York,Hornellsville,4.5,Electric,Hornellsville & Canisteo Railway Co.
1900,New York,Hudson,30,Electric,Albany & Hudson Railway & Power Co. 
1900,New York,Huntington,3,Electric,Huntington Railroad Co.
1900,New York,Ithaca,5.75,Electric,Ithaca Street Railway Co.
1900,New York,Jamestown,18.67,Electric,The Jamestown Street Railway Co.
1900,New York,Kingston ,4.21,Electric,Kingston City Railroad Co.
1900,New York,Kingston ,5,Electric,Colonial City Traction Co.
1900,New York,Larchmont,1.5,Horse,The Larchmont Horse Railway Co.
1900,New York,Lewiston ,8.7,Electric,Lewiston & Yongston Frontier Railroad Co.
1900,New York,Long Island City,66.82,Electric,New York & Queens County Railway Co.
1900,New York,Middletown,12.75,Electric,Middletown-Goshen Traction Co.
1900,New York,Mohawk,6,Electric,"Herkimer, Mohawk, Ilion & Frankfort Electric Railway Co."
1900,New York,Newburgh,17,Electric,Newburgh Electric Railway Co.
1900,New York,New Paltz,9.12,Electric,New Paltx & Walkill Valley Railroad Co.
1900,New York,New York,14.34,Horse,Central Crosstown R. R. Co.
1900,New York,New York,20.48,Horse,"Dry Dock, E. Broadway & Battery R. R. Co."
1900,New York,New York,24.9,Horse,"42nd St., Manhattanville & St. M. Ave. Ry. Co."
1900,New York,New York,83.88,Electric,Metropolitan Street Railway Co.
1900,New York,New York,131.4,Horse,Metropolitan Street Railway Co.
1900,New York,New York,32.12,Cable,Metropolitan Street Railway Co.
1900,New York,New York,28.5,Cable,The Third Ave. R. R. Co.
1900,New York,New York,6.95,Horse,Thirty-fourth Street Crosstown Railway
1900,New York,New York,54.24,Electric,Union Ry. Co
1900,New York,New York,21.86,Electric,Westchester Electric R. R. Co.
1900,New York,Ogdensburg,14,Electric,Ogdensburg Street Railway Co.
1900,New York,Olean,13.33,Electric,Olean Street Railway Co.
1900,New York,Oneida,1.5,Horse,Oneida Railway Co.
1900,New York,Oneonta,7.75,Electric,Oneonta & Otega Valley Railway Co. 
1900,New York,Oswego,12.25,Electric,Oswego Street Railway Co.
1900,New York,Penn Van,9.75,Electric,"Pann Van, Keuka Park & Branchport Railway"
1900,New York,Plattsburgh,6.5,Electric,Plattsburgh Traction Co.
1900,New York,Port Chester,5.9,Electric,Port Chester Street Railway Co. 
1900,New York,Port Jervis,4.4,Electric,Port Jervis Electric Street Railway Co. 
1900,New York,Poughkeepsie,17,Electric,City Railroad of Poughkeepsie
1900,New York,Rochester,4.5,Electric,Irondequolt Park Railroad Co.
1900,New York,Rochester,102.66,Electric,Rochester Railway Co.
1900,New York,Rochester,15.42,Electric,Rochester & Irondequoit Railroad Co.
1900,New York,Rochester,7.75,Electric,"Rochester, Charlotte & Manitou Co."
1900,New York,Rockaway,1.14,Electric,Rockaway Electric railway Co. 
1900,New York,Rome,6.75,Horse,Rome City Street Railway Co.
1900,New York,Saratoga,12.94,Electric,Saratoga Traction Co.
1900,New York,Schenectady,7,Electric,Schenectady Railway Co.
1900,New York,Sea Cliff,0.181,Cable,Sea Cliff Inclined Cable Railway Co.
1900,New York,Sing Sing,2.6,Electric,Ossining Electric Railway Co.
1900,New York,Staten Island,31,Electric,Staten Island Electric Railroad Co.
1900,New York,Staten Island,28,Electric,Staten Island Midland Railroad Co.
1900,New York,Syracuse,50.51,Electric,Syracuse Rapid Transit Railway Co.
1900,New York,Syracuse,7.46,Electric,East Side Traction Co.
1900,New York,Syracuse,25,Electric,Syracuse & Suburban Railroad Co. 
1900,New York,Stillwater,13.22,Electric,Stillwater & Mechiesville Street Railway Co.
1900,New York,Troy,10,Electric,Troy & New England Railroad Co.
1900,New York,Utica,26.69,Electric,Utica Belt Line Street Railroad Co.
1900,New York,Utica,3.08,Electric,Utica & Mohawk Railroad Co.
1900,New York,Watertown,6.5,Electric,Watertown & Brownsville Street Railway Co.
1900,New York,Waverly,9,Electric,Black River Traction Co. 
1900,New York,Whiteplains,14.9,Electric,"Tarrytown, White Plans & MamaroneckRailway Co."
1900,New York,Williamsville,5.25,Electric,Buffalo & Williamsville Electric Railway Co.
1900,New York,Yonkers,18.57,Electric,The Yonkers Railroad Co.
1900,Minnesota,Duluth,45.6,,
1900,Minnesota,Minneapolis,253.606,,
1900,Minnesota,St. Cloud,7.33,,
1900,Minnesota,Winona,4,,
1900,California,CORONADA,27.2,,
1900,California,EUREKA,4.5,,
1900,California,FRESNO,4.5,Horse,Fresno Railroad Co.
1900,California,FRESNO,4,Horse,"Fresno, Belmont & Yosemite Railroad Co"
1900,California,Los Angeles ,94.36,Electric,Los Angeles Railway Co
1900,California,Los Angeles ,59.5,Electric,Los Angeles-Pacific Railroad Co 
1900,California,Los Angeles ,7,Steam,Los Angeles-Pacific Railroad Co 
1900,California,Los Angeles ,5.5,Horse,Los Angeles-Pacific Railroad Co 
1900,California,Los Angeles ,4.75,Cable,Temple Street Cable Railway Co.
1900,California,Los Angeles ,2.46,,Pacific Electric Railway Co. succesor to Main & Fifth Streets Railway Co.
1900,California,Los Angeles ,26,Electric,Los Angeles Traction Co.
1900,California,Marysville,4,,
1900,California,Monterey,5,,
1900,California,Oakland,129.41,,
1900,California,Ontarioa,8.15,,
1900,California,Pasadena,41.66,,
1900,California,REDLANDS,3.45,,
1900,California,RIVERSIDE,10,,
1900,California,SACRAMENTO,24.5,,"Sacramento Electric, Gas & Railway Co"
1900,California,SAN Bernardino,3.13,,
1900,California,San Diego,18,Electric,San Diego Electric Railway Co
1900,California,San Diego,14,Steam,"San Diego, Old Town & Pacific Beach Railroad Co. "
1900,California,San Francisco,11.5,Cable,California Street Cable Railroad Co
1900,California,San Francisco,8,Cable,Geary Street Park & Ocean Railroad Co.
1900,California,San Francisco,58.17,Cable,Market Street Railway Co. 
1900,California,San Francisco,9,Horse,Market Street Railway Co. 
1900,California,San Francisco,11.8,Steam,Market Street Railway Co. 
1900,California,San Francisco,102,Electric,Market Street Railway Co. 
1900,California,San Francisco,7.5,Cable,Presidio & Ferries Railroad Co
1900,California,San Francisco,2,Horse,Presidio & Ferries Railroad Co
1900,California,San Francisco,2,Steam,Presidio & Ferries Railroad Co
1900,California,San Francisco,27,Electric,San Francisco & San Mateo electric Railway Co- 
1900,California,San Francisco,11.5,Cable,Sutter Street Railway Co.
1900,California,San Francisco,1.5,Horse,Sutter Street Railway Co.
1900,California,San Francisco,9.85,Electric,Sutro Railroad Co.
1900,California,San Jose,8,Steam,Alum Rock Railroad Co.
1900,California,San Jose,12,Electric,San Jose & Santa Clara Railroad Co.
1900,California,San Jose,19,Electric,San Jose Railroad Co.
1900,California,San LUIS OBISPO,2.5,,
1900,California,Santa Ana,5.5,,
1900,California,Santa Barbara,7,,
1900,California,Santa Cruz,8,,
1900,California,Santa Rosa,8.5,,
1900,California,Stockton,12,Electric,Stockton Electric Railway Co.
1900,Tennessee,Bristol ,7,,
1900,Tennessee,Chattanooga,68.25,,
1900,Tennessee,Clarksville,5.5,,
1900,Tennessee,Cleveland,,,
