Year,State,City,Miles,Company
1901,Michigan,Detroit,25,"Detroit, Ft. Wayne & Belle Isle Railway Co."
1901,Michigan,Detroit,17.97,"Detroit, Lake Shore & Mt. Clemens Railway"
1901,Michigan,Detroit,17,"Detroit, Plymouth & Northville Railway"
1901,Michigan,Detroit,73,"Detroit, Port Huron & Shore Line Railway Co."
1901,Michigan,Detroit,90,"Detroit, Rochester, Romeo & Lake Qrion R.R. Co."
1901,Michigan,Detroit,54,"Detroit, Ypsilanti & Ann Arbor, Railway Co."
1901,Michigan,Detroit,17,Rapid Railway Co.
1901,Michigan,Detroit,10.5,Wyandotte & Detroit River Railway
1901,Michigan,Grand Haven,2,Grand Haven Street Railway Co.
1901,Michigan,Grand Rapids,50,Grand Rapids Railway Co.
1901,Michigan,Grand Rapids,45,"Grand Rapids, Grand Haven & Muskegon Railway Co."
1901,Michigan,Grand Rapids,1.75,South Grand Rapids Street Railway Co.
1901,Michigan,Hancock,13,Houghton County Street Railway Co.
1901,Michigan,Kalamazoo,50,Michigan Traction Co.
1901,Michigan,Lansing,10.5,Lansing City Electric Railway Co.
1901,Michigan,Manistee,14,"Manistee, Filer City & Eastlake Railway Co."
1901,Michigan,Marquette,6,Marquette City & Presque Isle Railway Co.
1901,Michigan,Menominee,6.5,"Menominee Electric Light, Railway & Power Co."
1901,Michigan,Mount Clemens,6,Mt. Clemens & Lakeside Traction Co.
1901,Michigan,Muskegon,15,Muskegon Street Railway Co.
1901,Michigan,Negaunee,4.5,Negaunee& Ishpeming Street Railway& Electric Co.
1901,Michigan,Owosso,5.2,Owosso & Corunna Electric Co.
1901,Michigan,Port Huron,10.5,City Electric Railway Co.
1901,Michigan,St. Joseph,8,St. Joseph & Benton Harbor Street Railway Co.
1901,Minnesota,Anoka,3,Anoka Street Railway Co.
1901,Minnesota,Duluth,73,Duluth-Superior Traction Co.
1901,Minnesota,Duluth,3.1,Interstate Traction Co.
1901,Minnesota,Duluth,3.5,Interstate Traction Co.
1901,Minnesota,Duluth,6,Woodland Railway Co.
1901,Minnesota,Minneapolis,230,Twin City Traction Co.
1901,Minnesota,St. Cloud,7.33,Benton Power Tb Traction Co.
1901,Minnesota,Winona,4,Winona Railway & Light Co.
1901,Mississippi,Biloxi,5,Biloxi Street Railway Co.
1901,Mississippi,Jackson,6,"Jackson Electric Railway, Light & Power Co."
1901,Mississippi,Meridian,6,Meridian Street Railway & Power Co.
1901,Mississippi,Natchez,4,Natchez Street Railroad Co.
1901,Mississippi,Vicksburg,9,Vicksburg Electric Street Railway Co.
1901,Missouri,Cape Girardeau,2.5,Citizens' Street Railway Co.
1901,Missouri,Carrollton,2,Carrollton Electric Railway Co.
1901,Missouri,Chillicothe,4.5,Chillicothe Street Railroad Co.
1901,Missouri,Clinton,3,Clinton Street Railway Co.
1901,Missouri,Hannibal,4.5,Hannibal Traction Co.
1901,Missouri,Kansas City,142,Central Electric Railway Co.
1901,Missouri,Kansas City,6,East Side Electric Railway Co.
1901,Missouri,Kansas City,25,Kansas Cityâ€”Leavenworth Railway Co.
1901,Missouri,Lexington,3,Lexington Street Railway Co.
1901,Missouri,Sedalia,29,Sedalia Electric & Railway Co.
1901,Missouri,Springfield,20.8,Springfield Traction Co.
1901,Missouri,St. Joseph,40,"St. Joseph Railway, Light, Heat & Power Co."
1901,Missouri,St. Louis,11.08,"Brentwood, Clayton & St. Louis Railroad Co."
1901,Missouri,St. Louis,2,St. Louis & East St. Louis Electric Railway Co.
1901,Missouri,St. Louis,13.42,St. Louis & Kirkwood Railroad Co.
1901,Missouri,St. Louis,2,St. Louis & Meramec River Railroad Co.
1901,Missouri,St. Louis,36.07,St. Louis & Suburban Railway Co.
1901,Missouri,St. Louis,303.81,United Railway Co
1901,Missouri,Webb City,41,Southwest Missouri Electric Railway Co.
1901,Montana,Bozeman,4,Bozeman Street Railway Co.
1901,Montana,Butte,24,Butte Electric Railway Co.
1901,Montana,Great Falls,8.66,Great Falls Street Railway Co.
1901,Montana,Helena,24,Helena Power & Light Co.
1901,New Brunswick,St. John's,12,Saint John Railway Co.
1901,Nova Scotia,Halifax,11.92,Halifax Electric Tramway
1901,Nova Scotia,Yarmouth,2,Yarmouth Street Railway Co.
1901,Nebraska,Beatrice,7.5,Beatrice Electric Co.
1901,Nebraska,Fremont,6.5,City Street Railway Co.
1901,Nebraska,Grand Island,7,Street Railway Of Grand Island
1901,Nebraska,Lincoln,55,Lincoln Traction Co.
1901,Nebraska,Nebraska City,7,Nebraska City Street Railway Co.
1901,Nebraska,Omaha,1.5,Metropolitan Cable Railway Co.
1901,Nebraska,Omaha,80,Omaha Street Railway Co.
1901,New Hampshire,Chester,8,Chester & Derry Railroad Association
1901,New Hampshire,Concord,12.5,Concord Street Railway
1901,New Hampshire,Dover,7.5,Union Electric Railroad
1901,New Hampshire,Exeter,15.45,"Exeter, Hampton & Amesbury Street Railway Co."
1901,New Hampshire,Laconia,8.87,Laconia Street Railway
1901,New Hampshire,Manchester,28,Manchester Street Railway Co.
1901,New Hampshire,Nashua,15.36,Nashua Street Railway
1901,New Hampshire,Portsmouth,15.65,"Portsmouth, Kittery & York Street Railway Co."
1901,New Jersey,Asbury Park,26.5,Atlantic Coast Electric Railroad Co.
1901,New Jersey,Atlantic City,17,West Jersey & Sea Shore Railroad Co.
1901,New Jersey,Bridgeton,23,Bridgeton & Millville Traction Co.
1901,New Jersey,Brigantine Beach,9,Brigantine Transportation Co.
1901,New Jersey,Burlington,7.15,Burlington & Mount Holly Traction Railroad Co.
1901,New Jersey,Camden,17.97,Camden & Suburban Railway Co.
1901,New Jersey,Camden,1,Camden & Trenton Railway Co.
1901,New Jersey,Camden,30,Camden Horse Railroad Co.
1901,New Jersey,Camden,23.1,"Camden, Gloucester & Woodbury Railway Co."
1901,New Jersey,Cape May,10.8,"Cape May, Delaware Bay & Sewell'S Point Railroad Co."
1901,New Jersey,Hackensack,12,New Jersey & Hudson River Railway & Ferry Co.
1901,New Jersey,Hoboken,154,North Hudson County Railway Co.
1901,New Jersey,Jersey City,235,North Jersey Street Railway Co.
1901,New Jersey,Keyport,3.5,Keyport & Matawan Street Railroad Co.
1901,New Jersey,Long Branch,5.37,West End & Long Branch Railway Co.
1901,New Jersey,Millville,3.64,Millville Traction Co.
1901,New Jersey,Mount Holly,1.25,Mt. Holly Street Railway Co.
1901,New Jersey,New Brunswick,32.87,Brunswick Traction Co.
1901,New Jersey,New Brunswick,52,Middlesex & Somerset Traction Co.
1901,New Jersey,New Brunswick,14,New Brunswick City Railway Co.
1901,New Jersey,New Brunswick,6,New York & Philadelphia Traction Co.
1901,New Jersey,Ocean City,7,Ocean City Electric Railroad Co.
1901,New Jersey,Orange,10,Orange & Passaic Valley Railway Co.
1901,New Jersey,Orange,1.5,Orange Mountain Traction Co.
1901,New Jersey,Orange,5.4,South Orange & Maplewood Traction Co.
1901,New Jersey,Phillipsburg,3.62,Phillipsburg Horse Car Railroad Co.
1901,New Jersey,Point Pleasant,4,Bay Head & Point Pleasant Street Railroad Co.
1901,New Jersey,Red Bank,20,"Atlantic Highlands, Red Bank & Long Branch Electric Railway Co."
1901,New Jersey,Rutherford,16,Newark & Hackensack Traction Co.
1901,New Jersey,Trenton,40,Trenton Street Railway Co.
1901,New Jersey,Woodbridge,4.7,Woodbridge & Sewaren Electric St. Railway Co.
1901,New York,Albany,77,United Traction Co.
1901,New York,Amsterdam,4.7,Amsterdam Street Railroad Co.
1901,New York,Auburn,12.9,Auburn City Railway Co.
1901,New York,Auburn,1,Auburn Interurban Electric Railroad Co.
1901,New York,Babylon,1.57,Babylon Railroad Co.
1901,New York,Ballston Spa,9.5,Ballston Terminal Railroad Co.
1901,New York,Binghamton,36.25,Binghamton Railroad Co.
1901,New York,Brooklyn,20.85,Brooklyn City & Newtown Railroad Co.
1901,New York,Brooklyn,1.26,Brooklyn Heights Railroad Co.
1901,New York,Brooklyn,521.63,Brooklyn Rapid Transit Co.
1901,New York,Brooklyn,87.73,Brooklyn Union Elevated Railroad Co.
1901,New York,Brooklyn,47.22,"Brooklyn, Queens County & Suburban Railroad Co."
1901,New York,Brooklyn,26.38,Coney Island & Brooklyn Railroad Co.
1901,New York,Brooklyn,24.8,Long Island Electric Railway Co.
1901,New York,Brooklyn,136.9,Nassau Electric Railroad Co.
1901,New York,Brooklyn,35,New York & North Shore Railroad Co.
1901,New York,Brooklyn,12.27,Sea Beach Railway Co.
1901,New York,Brooklyn,2.5,Van Brunt Street & Erie Basin Railroad Co.
1901,New York,Buffalo,40.4,Buffalo & Lockport Railway Co.
1901,New York,Buffalo,30,Buffalo & Niagara Falls Electric Railway Co.
1901,New York,Buffalo,23.24,Buffalo Traction Co.
1901,New York,Buffalo,15.23,"Buffalo, Bellevue & Lancaster Railway Co."
1901,New York,Buffalo,21.33,"Buffalo, Hamburg & Aurora Electric Railway Co."
1901,New York,Buffalo,4.81,"Buffalo, Tonawanda & Niagara Falls Electric Railroad Co."
1901,New York,Buffalo,97.41,Crosstown Street Railway Co.
1901,New York,Buffalo,171.76,International Traction Co.
1901,New York,Buffalo,16,Lockport & Olcutt Railway Co.
1901,New York,Buffalo,17.03,Niagara Falls & Suspension Bridge Railway Co.
1901,New York,Buffalo,28,"Niagara Falls, Park & River Railway Co."
1901,New York,Buffalo,1.75,"Niagara Falls, Whirlpool & Northern Railway Co."
1901,New York,Canandaigua,3,Ontario Light & Traction Co.
1901,New York,City Island,2,City Island Railroad
1901,New York,City Island,1.5,Pelham Park Railroad Co.
1901,New York,Cohoes,6.35,Cohoes City Railway Co.
1901,New York,Corning,5.9,Corning & Painted Post Street Railway Co.
1901,New York,Cortland,10.5,Cortland & Homer Traction Co.
1901,New York,Deerfield,1.8,Deerfield & Utica Railroad Co.
1901,New York,Elmira,16.9,Elmira & Seneca Lake Railway Co.
1901,New York,Elmira,17.15,"Elmira Water, Light & Railroad Co."
1901,New York,Elmira,9.75,West Side Street Railroad Co.
1901,New York,Fishkill,7.25,Citizens' Street Railway Co.
1901,New York,Fishkill,4,Fishkill Electric Railway Co.
1901,New York,Fredonia,3.7,Dunkirk & Fredonia Railroad Co.
1901,New York,Fulton,1.04,"Fulton & Oswego Falls, Street Railway Co."
1901,New York,Gardenville,4.66,"Buffalo, Gardenville & Ebenezer Railway Co."
1901,New York,Geneva,17.75,"Geneva, Waterloo, Seneca Falls & Cayuga Lake Traction Co."
1901,New York,Glens Falls,15,"Glens Falls, Sandy Hill & Fort Edward Street Railroad Co."
1901,New York,Gloversville,25.33,Cayadutta Electric Railroad Co.
1901,New York,Gloversville,56.72,"Fonda, Johnstown & Gloversville Railroad Co."
1901,New York,Greenwich,21,Greenwich & Schuylersville Electric Railroad Co.
1901,New York,Hamburg,2.49,Hamburg Railway Co.
1901,New York,Honeoye Falls,6,Lima & Honeoye Falls Electric Light & Railroad Co.
1901,New York,Hoosick Falls,8,Bennington & Hoosick Valley Railway Co.
1901,New York,Hornellsville,4.33,Hornellsville & Canisteo Railway Co.
1901,New York,Hornellsville,5.06,Hornellsville Electric Railway Co.
1901,New York,Hudson,19,Albany & Hudson Railway & Power Co.
1901,New York,Huntington,3.2,Huntington Railroad Co.
1901,New York,Ithaca,7.58,Ithaca Street Railway Co.
1901,New York,Jamestown,19.1,Jamestown Street Railway Co.
1901,New York,Kingston,6,Colonial City Traction Co.
1901,New York,Kingston,4.21,Kingston City Railroad Co.
1901,New York,Larchmont,1.5,Larchmont Horse Railway Co.
1901,New York,Lewiston,8.7,Lewiston & Youngstown Frontier Railroad Co. 
1901,New York,Long Island City,65.22,New York & Queens County Railway Co.
1901,New York,Middletown,12.84,Middletown-Goshen Electric Railway Co.
1901,New York,Mohawk,6,"Herkimer, Mohawk, Ilion& Frankfort Electric Railway Co."
1901,New York,New Paltz,9.15,New Paltz & Poughkeepsie Traction Co.
1901,New York,New York City,17.13,Broadway & Seventh Avenue Railroad Co.
1901,New York,New York City,14,Central Crosstown Railroad Co.
1901,New York,New York City,20.48,"Dry Dock, East Broadway & Battery, Railroad Co."
1901,New York,New York City,9.313,"Forty-Second Street, Manhattanville & St. Nicholas Avenue Railway Co."
1901,New York,New York City,2,Fulton Street Railroad Co.
1901,New York,New York City,109.59,Manhattan Railway Co.
1901,New York,New York City,194.77,Metropolitan Street Railway Co.
1901,New York,New York City,7,Southern Boulevard Railroad Co.
1901,New York,New York City,29.375,Third Avenue Railroad Co.
1901,New York,New York City,5.6,Thirty-Fourth Street Crosstown Railway Co.
1901,New York,New York City,7.72,Twenty-Eighth & Twenty-Ninth Streets Crosstown Railroad Co.
1901,New York,New York City,59.86,Union Railway Co.
1901,New York,New York City,33.72,Westchester Electric Railroad Co.
1901,New York,Newburgh,16.5,"Newburgh Electric	Railway Co."
1901,New York,Niagara Falls,14,Niagara Gorge Railroad Co.
1901,New York,Ogdensburg,10,Ogdensburg Street Railway Co.
1901,New York,Olean,13.33,Olean Street Railway Co.
1901,New York,Oneida,1.5,Oneida Railway Co.
1901,New York,Oneonta,7.75,"Oneonta, Cooperstown & Richfield Springs Railway Co."
1901,New York,Oswego,11.5,Oswego Traction Co.
1901,New York,Peekskill,6,Peekskill Lighting & Railroad Co.
1901,New York,Penn Yan,9.25,"Penn Yan, Keuka Park & Branchport Railway"
1901,New York,Plattsburgh,6.5,Plattsburgh Traction Co.
1901,New York,Port Chester,8.25,Port Chester Street Railway Co.
1901,New York,Port Jervis,4.4,Port Jervis Electric Street Railway Co.
1901,New York,Poughkeepsie,17.33,Poughkeepsie City & Wappingers Falls Electric Railway Co.
1901,New York,Rochester,4.5,Irondequoit Park Railroad Co.
1901,New York,Rochester,38,Rochester & Sodus Bay Railroad Co.
1901,New York,Rochester,15.42,Rochester & Suburban Railway Co.
1901,New York,Rochester,104.66,Rochester Railway Co.
1901,New York,Rochester,7.75,"Rochester, Charlotte & Manitou Railroad Co."
1901,New York,Rockaway,1.14,Ocean Electric Railway Co.
1901,New York,Saratoga,14.85,Saratoga Traction Co.
1901,New York,Schenectady,7.5,Schenectady Railway Co.
1901,New York,Sea Cliff,0.18,Sea Cliff Inclined Cable Railway Co
1901,New York,Sing Sing,2.6,Ossining Electric Railway Co.
1901,New York,Staten Island,31,Staten Island Electric Railroad Co.
1901,New York,Staten Island,28.6,Staten Island Midland Railroad Co.
1901,New York,Stillwater,13.35,Stillwater & Mechanicville Street Railway Co.
1901,New York,Syracuse,27,Syracuse & Oneida Lake Electric Railway Co.
1901,New York,Syracuse,14.31,Syracuse & Suburban Railroad Co.
1901,New York,Syracuse,63.17,Syracuse Rapid Transit Railway Co.
1901,New York,Syracuse,18.32,"Syracuse, Lakeside & Baldwinsville Railway Co."
1901,New York,Troy,10,Troy & New England Railroad Co.
1901,New York,Utica,3.08,Utica & Mohawk Railroad Co.
1901,New York,Utica,27.23,Utica Belt Line Street Railroad Co.
1901,New York,Watertown,10.47,Black River Traction Co.
1901,New York,Waverly,9,"Waverly, Sayre & Athens Traction Co."
1901,New York,Westfield,5.5,"Westfield, Mayville & Chautauqua Railroad Co."
1901,New York,White Plains,18.2,"Tarrytowrn, White Plains & Mamaroneck Railway Co."
1901,New York,Williamsville,5.25,Buffalo & Williamsville Electric Railway Co.
1901,New York,Yonkers,19.07,Yonkers Railroad Co.
1901,North Carolina,Asheville,4,Asheville & Biltmore Street Railway & Transportation Co.
1901,North Carolina,Asheville,8,Asheville & Weaverville Electric Railway & Power Co.
1901,North Carolina,Asheville,7,Asheville Street Railroad Co.
1901,North Carolina,Asheville,3,Intermontane Railroad Co.
1901,North Carolina,Charlotte,5.5,"Charlotte Electric Railway, Light & Power Co."
1901,North Carolina,Hendersonville,1.5,Hendersonville Street Railway Co.
1901,North Carolina,Raleigh,4.5,Raleigh Electric Co.
1901,North Carolina,Wilmington,6,Wilmington Street Railway Co.
1901,North Carolina,Winston-Salem,9.1,Winston-Salem Railway & Electric Co.
1901,Ohio,Akron,27,Akron & Cuyahoga Falls Rapid Transit Co.
1901,Ohio,Akron,56,Northern Ohio Traction Co.
1901,Ohio,Alliance,6,Alliance Street Railway Co.
1901,Ohio,Ashtabula,5,Ashtabula Rapid Transit Co.
1901,Ohio,Ashtabula,7,Pennsylvania & Ohio Railway Co.
1901,Ohio,Canal Dover,5,Tuscarawas Electric Co.
1901,Ohio,Canton,25,Canton-Massillon Electric Railway Co.
1901,Ohio,Chillicothe,6.25,"Chillicothe Electric Railroad, Light & Power Co."
1901,Ohio,Cincinnati,210,Cincinnati Street Railway Co.
1901,Ohio,Cincinnati,41.5,"Cincinnati, Laurenceburg & Aurora Electric Street Railroad Co."
1901,Ohio,Cincinnati,56,"Cincinnati, Newport & Covington Railway Co."
1901,Ohio,Cincinnati,25,Mill Creek Valley Street Railroad Co.
1901,Ohio,Cincinnati,0.151,Price Hill Inclined Plane Railroad Co.
1901,Ohio,Cleveland,19.5,Chagrin Falls & Eastern Electric Railway Co.
1901,Ohio,Cleveland,15.2,Cleveland & Chagrin Falls Electric Railroad Co.
1901,Ohio,Cleveland,60,Cleveland & Eastern Electric Railroad Co.
1901,Ohio,Cleveland,84,Cleveland City Railway Co.
1901,Ohio,Cleveland,1,Cleveland Electric Railway Co.
1901,Ohio,Cleveland,69,"Cleveland, Berea, Elyria & Oberlin Railway Co."
1901,Ohio,Cleveland,38.26,"Cleveland, Painesville & Eastern Railroad Co."
1901,Ohio,Cleveland,22,Lorain & Cleveland Railroad Co.
1901,Ohio,Columbus,98,Columbus Railway Co.
1901,Ohio,Columbus,6,Grove City & Green Lawn Street Railway
1901,Ohio,Columbus,5,"Worthington,Clintonville & Columbus Street Railway Co."
1901,Ohio,Dayton,32,City Railway Co.
1901,Ohio,Dayton,26,Dayton & Western Traction Co.
1901,Ohio,Dayton,35,Dayton & Xenia Traction Co.
1901,Ohio,Dayton,8,Oakwood Street Railway Co.
1901,Ohio,Dayton,22,People'S Railway Co.
1901,Ohio,Defiance,4,Peole'S Gas & Electric Co.
1901,Ohio,Delaware,7.5,Delaware Street Railway Co.
1901,Ohio,Dennison,2,United Electric Co.
1901,Ohio,East Liverpool,12,East Liverpool Railway Co.
1901,Ohio,Findlay,14,Findlay Street Railway Co.
1901,Ohio,Findlay,40,"Toledo, Fosteria & Findlay Electric Railway Co."
1901,Ohio,Fremont,1.5,Creager Electric Light & Power Co.
1901,Ohio,Fremont,61.62,"Toledo, Fremont & Norwalk Interurban Railroad Co."
1901,Ohio,Galion,12.4,Ohio Central Traction Co.
1901,Ohio,Hamilton,52.5,Cincinnati & Hamilton Electric Street Railway Co.
1901,Ohio,Hamilton,9.5,Hamilton & Lindenwald Electric Transit Co.
1901,Ohio,Ironton,7.5,Ironton Electric Light & Railway Co.
1901,Ohio,Lancaster,3.52,Lancaster Traction Co.
1901,Ohio,Lima,11.5,Lima Electric Railway & Light Co.
1901,Ohio,Lorain,11.6,Lorain Street Railway Co.
1901,Ohio,Mansfield,8.3,"Citizens' Electric Railway, Light & Power Co."
1901,Ohio,Marietta,7.5,Marietta Electric Co.
1901,Ohio,Marion,4,Marion Street Railway Co.
1901,Ohio,Mount Vernon,4,Mt. Vernon Electric Railway Co.
1901,Ohio,New Philadelphia,10,Tuscarawas Railroad Co.
1901,Ohio,Newark,13,Newark & Granville Street Railway Co.
1901,Ohio,Niles,4.75,Mineral Ridge & Niles Traction Co.
