Year,State,City,Miles,Company
1910,New Jersey,Hackensack,31.33,New Jersey & Hudson River Railway & Ferry Co.
1910,New Jersey,Hoboken,4,Hoboken Manufacturers Railroad
1910,New Jersey,Key Port,30,Jersey Central Traction Co.
1910,New Jersey,Long Branch,4.96,West End & Long Branch Railway Co.
1910,New Jersey,Millville,12.54,Millville Traction Co
1910,New Jersey,Morristown,35,Morris County Traction Co.
1910,New Jersey,Mount Holly,14.8,Burlington County Railway Co.
1910,New Jersey,Newark,694.886,Rapid Transit Street Railway Co.
1910,New Jersey,Ocean City,7.5,Ocean City Electric Railroad Co.
1910,New Jersey,Orange,1.5,Orange Mountain Traction Co.
1910,New Jersey,Paterson,18,North Jersey Rapid Transit Co.
1910,New Jersey,Phillipsburg,7,Phillipsburg Horse Car Railroad Co.
1910,New Jersey,Point Pleasant,3.5,Point Pleasant Traction Co.
1910,New Jersey,Red Bank,17.7,Monmouth County Electric Co.
1910,New Jersey,Rutherford,13.7,Hudson River Traction Co.
1910,New Jersey,Sea Isle City,8,"New Jersey Rapid	Transit Co."
1910,New Jersey,Trenton,31.17,Camden & Trenton Railway Co.
1910,New Jersey,Trenton,4,Lakewood & Seashore Railroad Co.
1910,New Jersey,Trenton,11.42,Mercer County Traction Co.
1910,New Jersey,Trenton,38,New Jersey & Pennsylvania Traction Co.
1910,New Jersey,Trenton,23.89,Trenton & New Brunswick Railroad Co.
1910,New Jersey,Trenton,38,Trenton Street Railway Co
1910,New Jersey,Trenton,9,"Trenton, Hamilton & Ewing Traction Co."
1910,New Jersey,Trenton,15,"Trenton, Pennington & Hopewell Street Railway Co."
1910,New Jersey,Washington,17,Easton & Washington Traction Co.
1910,New Mexico,Albuquerque,5.5,Albuquerque Traction Co.
1910,New Mexico,Las Vegas,5,Las Vegas Light & Power Co.
1910,New York,Albany,2.58,Capitol Railway
1910,New York,Albany,75,United Traction Co.
1910,New York,Auburn,10.38,Auburn & Northern Electric Railroad Co.
1910,New York,Auburn,7.5,Auburn & Northern Electric Railroad Co.
1910,New York,Auburn,56.8,Auburn & Syracuse Electric Railroad Co.
1910,New York,Auburn,40,"New York, Auburn & Lansing Railroad Co"
1910,New York,Babylon,15,Babylon Railroad Co.
1910,New York,Batavia,65,"Buffalo, Batavia & Rochester Electric Railway Co."
1910,New York,Binghamton,46.98,Binghamton Railway Co.
1910,New York,Buffalo,6.69,Buffalo & Depew Railway Co.
1910,New York,Buffalo,113.9,Buffalo & Lake Erie Traction Co.
1910,New York,Buffalo,24.5,Buffalo Southern Railway Co.
1910,New York,Buffalo,103.65,Crosstown Street Railway Co.
1910,New York,Buffalo,346.7,International Railway Co.
1910,New York,Catskill,5.5,Catskill Traction Co.
1910,New York,Cohoes,6.73,Cohoes Railway Co.
1910,New York,Corning,5.9,Corning & Painted Post Street Railway
1910,New York,Cortland,17,Cortland County Traction Co.
1910,New York,Elmira,16.41,Elmira & Seneca Lake Traction Co.
1910,New York,Elmira,14.2,"Elmira Water, Light & Railroad Co."
1910,New York,Elmira,8.068,West Side Railroad Co.
1910,New York,Geneva,17.75,Geneva & Auburn Railway Co.
1910,New York,Glen Cove,3.45,Glen Cove Railroad Co.
1910,New York,Glens Falls,125.46,Hudson Valley Railway Co.
1910,New York,Gloversville,117,"Fonda, Johnstown & Gloversville Railroad Co."
1910,New York,Honeoye Falls,5.26,Lima-Honeoye Electric Light & Railroad Co.
1910,New York,Hoosick Falls,4.62,Bennington & North Adams Street Railway Co.
1910,New York,Hoosick Falls,28.87,Bennington & North Adams Street Railway Co.
1910,New York,Hornell,9.3,Hornellsville Electric Railway Co.
1910,New York,Hudson,45.54,Albany Southern Railroad Co.
1910,New York,Hudson,4.37,Fishkiil' Electric Railway Co.
1910,New York,Hudson,2.86,"Citizens’ Railroad, Light & Power Co"
1910,New York,Huntington,18.7,Huntington Railroad Co.
1910,New York,Ithaca,10.5,Ithaca Street Railway Co.
1910,New York,Jamaica,26.74,Long Island Electric Railway Co.
1910,New York,Jamestown,24.64,Chautauqua Traction Co.
1910,New York,Jamestown,33.4,Chautauqua Traction Co.
1910,New York,Jamestown,22,Jamestown Street Railway Co.
1910,New York,Keesville,5.64,"Keesville, Ausable Chasm & Lake Champlain Railroad Co."
1910,New York,Kingston,9.1,Kingston Consolidated Railroad Co.
1910,New York,Lewiston,8.7,Lewiston & Youngstown Frontier Railway Co.
1910,New York,Liberty,16.5,Liberty & Jeffersonville Electric Railway Co.
1910,New York,Long Beach,1.5,Seashore Municipal Railroad Co.
1910,New York,Long Island City,576.16,Long Island Railroad Co.
1910,New York,Long Island City,40.7,New York & Long Island Traction Co.
1910,New York,Long Island City,74.47,New York & Queens County Railway Co.
1910,New York,Malone,20,"Malone, Fort Covington & Hopkins Point Railway"
1910,New York,Marcellus,11,Marcellus & Otisco Lake Railway Co.
1910,New York,Medina,52,"Batavia, Medina & Ontario Railway Co."
1910,New York,Middletown,12.84,Wallkill Transit Co.
1910,New York,Mineola,16.5,New York & North Shore Traction Co.
1910,New York,Monticello,18.8,"Monticello, Fallsburg & White Lake Railroad Co."
1910,New York,New Paltz,9.27,"New Paltz, Highland & Poughkeepsie Traction Co."
1910,New York,New York City,23.52," Forty-Second Street, Manhattanville & St. Nicholas Avenue Railway Co."
1910,New York,New York City,8.79,Bleecker Street & Fulton Ferry Railroad Co.
1910,New York,New York City,20,Broadway & Seventh Avenue Railroad Co.
1910,New York,New York City,5.029,Broadway Surface Railroad Co.
1910,New York,New York City,85.6,Bronx Fraction Co.
1910,New York,New York City,14,Bronx Fraction Co.
1910,New York,New York City,211.538,Brooklyn Heights Railroad Co.
1910,New York,New York City,332.272,Brooklyn Rapid Transit Co
1910,New York,New York City,96.8,Brooklyn Union Elevated Railroad Co.
1910,New York,New York City,27.36,"Brooklyn, Queens County & Suburban Railroad Co."
1910,New York,New York City,4.07,Bush Terminal Railroad Co.
1910,New York,New York City,7,Canarsie Railroad Co.
1910,New York,New York City,2.93,Central Crosstown Railroad Co.
1910,New York,New York City,20.86,"Central Park, North & East River Railroad Co."
1910,New York,New York City,5.044,Christopher & Tenth Street Railroadco.
1910,New York,New York City,2,City Island Railway Co
1910,New York,New York City,48.75,"Coney Island & Brooklyn Railroad	Co."
1910,New York,New York City,6.79,"Coney Island & Gravesend Railway	Co."
1910,New York,New York City,11.23,"Dry Dock, East Broadway, & Battery Railroad Co."
1910,New York,New York City,20,Eighth Avenue Railroad Co.
1910,New York,New York City,6.78,Forty-Second Street & Grand Street Ferry Railroad Co.
1910,New York,New York City,1.05,Fulton Street Railroad Co.
1910,New York,New York City,6.8,Hudson & Manhattan Railroad
1910,New York,New York City,118.05,Interborough Rapid Transit Co.
1910,New York,New York City,6.7,Kingsbridge Railway Co.
1910,New York,New York City,0.546,Marine Railway Co.
1910,New York,New York City,52.478,Metropolitan Street Railway Co.
1910,New York,New York City,138.69,Nassau Electric Railroad Co
1910,New York,New York City,19.52,New York & Harlem Railroad Co.
1910,New York,New York City,104,New York Central & Hudson River Railroad Co.
1910,New York,New York City,30,New York City Interborough Railway Co.
1910,New York,New York City,3.04,"New York, Westchester & Connecticut Traction Co."
1910,New York,New York City,16,Ninth Avenue Railroad Co.
1910,New York,New York City,11,Ninth Avenue Railroad Co.
1910,New York,New York City,1.4,Pelham Park Railroad Co.
1910,New York,New York City,31.02,Richmond Light & Railroad Co.
1910,New York,New York City,27.78,Richmond Light & Railroad Co.
1910,New York,New York City,15.79,Sea Beach Railway Co.
1910,New York,New York City,30.02,Second Avenue Railroad Co.
1910,New York,New York City,7.87,Southern Boulevard Railroad Co.
1910,New York,New York City,4,Southfield Beach Railroad Co.
1910,New York,New York City,40.32,Third Avenue Railway Co.
1910,New York,New York City,0.952,Thirty-Fourth Street Crosstown Railway Co.
1910,New York,New York City,6.7,Twenty-Eighth & Twenty-Ninth Streets Crosstown Railroad Co.
1910,New York,New York City,5.669,Union Railway Co.
1910,New York,New York City,2.5,Van Brunt Street & Erie Basin Railroad Co.
1910,New York,New York City,38,Westchester Electric Railroad Co.
1910,New York,Newark,9.15,Newark & Marion Railway Co.
1910,New York,Newburgh,18.95,Orange County Traction Co.
1910,New York,Niagara Falls,14.7, Niagara Gorge Railroad Co.
1910,New York,Niagara Falls,3.87,Electric City Railway Co.
1910,New York,Northport,2.74,Northport Traction Co.
1910,New York,Northport,10.5,Northport Traction Co.
1910,New York,Ogdensburg,93.3,Ogdensburg Street Railway Co.
1910,New York,Oneida,5.3,Oneida Railway Co.
1910,New York,Oneonta,7,Oneonta & Mohawk Valley Railroad Co.
1910,New York,Oneonta,65.45,Otsego & Herkimer Railroad.
1910,New York,Ossining,3,Hudson River & Eastern Traction Co.
1910,New York,Oswego,11.5,Syracuse. Lake Shore & Northern Railroad Co.
1910,New York,Patchogue,10.5,South Shore Traction Co.
1910,New York,Patchogue,4,Suffolk Traction Co.
1910,New York,Peekskill,10.36,Peekskill Lighting & Railroad Co.
1910,New York,Peekskill,4,Putnam & Westchester Traction Co.
1910,New York,Penn Yan,9.32,"Penn Yan, Keuka Park & Branchport Railway"
1910,New York,Plattsburg,7.7,Plattsburg Traction Co
1910,New York,Port Chester,14,New York & Stamford Railway Co.
1910,New York,Port Jervis,4.4,Port Jervis Traction Co.
1910,New York,Poughkeepsie,17.24,Poughkeepsie City & Wappingers Falls Electric Railway Co.
1910,New York,Rochester,60.3,"Buffalo, Lockport & Rochester Railway Co."
1910,New York,Rochester,40,Erie Railroad Co.
1910,New York,Rochester,209.32,New York'State Railway
1910,New York,Rochester,3,Ontario Light & Traction Co.
1910,New York,Rochester,7.75,Rochester & Manitou Railroad Co.
1910,New York,Rochester,23.4,Rochester & Suburban Railway Co.
1910,New York,Rochester,4.67,Rochester Electric Railway Co.
1910,New York,Rochester,164,"Rochester, Syracuse & Eastern Railroad Co."
1910,New York,Rockaway,6.31,Ocean Electric Railway Co.
1910,New York,Schenectady,115.08,Schenectady Railway Co.
1910,New York,Sea Cliff,1.6,Nassau County Railway Co.
1910,New York,Syracuse,8.55,East Side Traction Co.
1910,New York,Syracuse,18.08,Syracuse & Suburban Railroad Co.
1910,New York,Syracuse,88.4,Syracuse Rapid Transit Railway Co.
1910,New York,Syracuse,53.14,"Syracuse, Lake Shore A Northern Railroad"
1910,New York,Syracuse,21,"Syracuse, Lake Shore A Northern Railroad"
1910,New York,Troy,10,Troy & New England Railway Co.
1910,New York,Utica,127,Utica & Mohawk Valley Railway Co.
1910,New York,Watertown,10.47,St. Lawrence International Electric Railroad & Land Co.
1910,New York,Watertown,7.69,St. Lawrence International Electric Railroad & Land Co.
1910,New York,Waverly,10,"Elmira, Corning & Waverly Railroad"
1910,New York,Waverly,9.28,"Waverly, Sayre & Athens Traction Co."
1910,New York,White Plains,24,Westchester Street Railroad Co.
1910,New York,Williamsville,11,Buffalo & Williamsville Electric Railway Co.
1910,New York,Yonkers,25.88,Yonkers Railroad Co.
1910,North Carolina,Asheville,14.16,Asheville Electric Co.
1910,North Carolina,Asheville,5.5,Asheville Rapid Transit Co.
1910,North Carolina,Charlotte,21,"Charlotte Electric Railway, Light & Power Co."
1910,North Carolina,Durham,7,Durham Traction Co.
1910,North Carolina,Fayetteville,4,Consolidated Railway & Power Co.
1910,North Carolina,Goldsboro,6,Goldsboro Traction Co.
1910,North Carolina,Greensboro,15,North Carolina Public Service Co.
1910,North Carolina,Raleigh,13,Carolina Power & Light Co.
1910,North Carolina,Salisbury,4.5,Salisbury Cs: Spencer Railway Co.
1910,North Carolina,Wilmington,24,Tidewater Power Co.
1910,North Carolina,Winston-Salem,12,Fries Manufacturing & Power Co.
1910,North Dakota,Bismarck,1.5,State Of North Dakota Electric Railway
1910,North Dakota,Fargo,14,Fargo & Moorhead Street Railway Co.
1910,North Dakota,Grand Forks,2.5,Grand Forks Transit Co.
1910,Ohio,Akron,214.05,Northern Ohio Traction & Light Co.
1910,Ohio,Alliance,36.4,Stark Electric Railroad Co.
1910,Ohio,Ashtabula,6,Ashtabula Rapid Transit Co.
1910,Ohio,Ashtabula,21,Ashtabula Rapid Transit Co.
1910,Ohio,Ashtabula,27,Pennsylvania & Ohio Railway Co.
1910,Ohio,Cambridge,9.6,Midland Power & Traction Co.
1910,Ohio,Chillicothe,5,"Chillicothe Electric Railroad, Light & Power Co."
1910,Ohio,Cincinnati,53,Cincinnati & Columbus Traction Co.
1910,Ohio,Cincinnati,83.93,"Cincinnati, Dayton & Toledo Traction Co."
1910,Ohio,Cincinnati,57,"Cincinnati, Georgetown & Portsmouth Railroad Co."
1910,Ohio,Cincinnati,1.41,"Cincinnati, Hamilton & Dayton Traction Co."
1910,Ohio,Cincinnati,39.9,"Cincinnati, Lawrenceburg & Aurora Electric Street Railroad Co."
1910,Ohio,Cincinnati,37,"Cincinnati, Milford & Loveland Traction Co."
1910,Ohio,Cincinnati,96.48,"Columbus, Newark & Zanesville Electric Railway"
1910,Ohio,Cincinnati,42.5,Dayton & Western Traction Co
1910,Ohio,Cincinnati,305.81,"Indiana, Columbus & Eastern Traction Co."
1910,Ohio,Cincinnati,115.5,Interurban Railway & Terminal Co.
1910,Ohio,Cincinnati,36.2,Ohio Traction Co.
1910,Ohio,Cincinnati,219.88,Ohio Traction Co.
1910,Ohio,Cleveland,41,Cleveland & Sharon Electric Railwayco.
1910,Ohio,Cleveland,245,Cleveland Electric Railway Co.
1910,Ohio,Cleveland,30,"Cleveland, Painesville & Ashtabula Railroad Co."
1910,Ohio,Cleveland,45.43,"Cleveland, Painesville & Eastern Railroad Co."
1910,Ohio,Cleveland,169.4,"Cleveland, Southwestern & Columbus Railway Co."
1910,Ohio,Cleveland,29.25,"Cleveland, Youngstown & Eastern Railway Co."
1910,Ohio,Cleveland,4,Eastern Ohio Traction Co.
1910,Ohio,Cleveland,170.5,Lake Shore Electric Railway Co.
1910,Ohio,Columbus,109.176,Columbus Railway Co.
1910,Ohio,Columbus,15.151,Columbus Traction Co.
1910,Ohio,Columbus,57.7,"Columbus, Delaware & Marion Railway Co."
1910,Ohio,Columbus,6.1,"Columbus, New Albany & Johnstown Railway Co."
1910,Ohio,Columbus,10,"Columbus,Urbana & Western Electric Railwayco."
1910,Ohio,Columbus,20,Marion & Suburban Railway Co.
1910,Ohio,Columbus,4.5,Ohio & Southern Traction Co.
1910,Ohio,Columbus,78,Scioto Valley Traction Co.
1910,Ohio,Columbus,30,Scioto Valley Traction Co.
1910,Ohio,Columbus,8,Scioto Valley Traction Co.
1910,Ohio,Columbus,31.1,Scioto Valley Traction Co.
1910,Ohio,Columbus,51.3,Scioto Valley Traction Co.
1910,Ohio,Columbus,49.2,Scioto Valley Traction Co.
1910,Ohio,Columbus,34,Scioto Valley Traction Co.
1910,Ohio,Columbus,14,Scioto Valley Traction Co.
1910,Ohio,Defiance,5,Defiance Street Railway Co.
1910,Ohio,Dennison,2,United Electric Co.
1910,Ohio,East Liverpool,35,East Liverpool Traction & Light Co.
1910,Ohio,East Liverpool,3,Newell Street Railway Co.
1910,Ohio,Felicity,9,Felicity & Bethel Railroad Co.
1910,Ohio,Fremont,2.25,The Fremont City Railway Co.
1910,Ohio,Gallipolis,5,Kanauga Traction Co.
1910,Ohio,Lancaster,10.5,Lancaster Traction Co.
1910,Ohio,Lebanon,4,Lebanon & Franklin Traction Co.
1910,Ohio,Lima,65,Lima & Toledo Traction Co.
1910,Ohio,Lima,12,Lima Electric Railway & Light Co.
1910,Ohio,Lima,112,Western Ohio Railway Co.
1910,Ohio,Lorain,24.8,Lorain Street Railroad Co.
1910,Ohio,Magnetic Springs,18.5,"Columbus, Magnetic Springs & Northern Railway Co."
1910,Ohio,Mansfield,21,"Mansfield Railway, Light & Power Co."
1910,Ohio,Marion,4.28,"Marion Railway, Light & Power Co."
1910,Ohio,Mount Vernon,9,Mount Vernon Railway & Light Co.
1910,Ohio,Nelsonville,3,Hocking-Sunday Creek Traction Co.
1910,Ohio,Norwalk,33.5,"Sandusky, Norwalk & Mansfield Electric Railway Co."
1910,Ohio,Pomeroy,12.2,Ohio River Electric Railway & Power Co.
1910,Ohio,Portsmouth,14.48,Portsmouth Street Railroad & Light Co.
1910,Ohio,Salem,4,Salem Electric Railway Co.
1910,Ohio,Sandusky,23,"Sandusky, Fremont & Southern Railway Co."
1910,Ohio,Springfield,40,Springfield & Washington Railway Co.
1910,Ohio,Springfield,29,Springfield Railway Co.
1910,Ohio,Springfield,30,"Springfield, Troy & Piqua Railway Co."
1910,Ohio,Steubenville,41.04,Steubenville & East Liverpool Railway & Light Co.
1910,Ohio,Steubenville,8,Tri-State Traction Co.
1910,Ohio,Tiffin,7.3,Electric Railway & Power Co.
1910,Ohio,Tiffin,3,Electric Railway & Power Co.
1910,Ohio,Tiffin,16,"Tiffin, Fostoria & Eastern Electric Railway Co."
1910,Ohio,Toledo,21.7,Maumee Valley Railways & Light Co.
1910,Ohio,Toledo,56,Toledo & Indiana Railway Co.
1910,Ohio,Toledo,50,Toledo & Indiana Railway Co.
1910,Ohio,Toledo,56,Toledo & Michigan Electric Railway Co.
1910,Ohio,Toledo,83.9,Toledo & Western Railroad Co.
1910,Ohio,Toledo,116.35,Toledo Railways & Light Co.
1910,Ohio,Toledo,70,"Toledo, Bowling Green & Southern Traction Co."
1910,Ohio,Toledo,16.4,"Toledo, Ottawa Beach & Northern Railway Co."
1910,Ohio,Wellston,55,Wellston & Jackson Belt Railway Co.
1910,Ohio,Wellston,13,Wellston & Jackson Belt Railway Co.
1910,Ohio,Xenia,150,Springfield & Xenia Railway Co.
1910,Ohio,Xenia,20,Springfield & Xenia Railway Co.
1910,Ohio,Youngstown,25,Youngstown & Southern Railway Co.
1910,Ohio,Youngstown,38,Youngstown & Southern Railway Co.
1910,Ohio,Youngstown,45,Youngstown-Sharon Railway & Light Co.
1910,Ohio,Zanesville,15.9,Southeastern Ohio Railway Light & Power Co.
1910,Oklahoma,Ardmore,5,Ardmore Traction Co.
1910,Oklahoma,Bartlesville,7.8,Bartlesville Interurban Railway Co.
1910,Oklahoma,Enid,9,Enid City Railway Co.
1910,Oklahoma,Guthrie,6.5,Guthrie Railway Co.
1910,Oklahoma,Muskogee,14.2,Muskogee Electric Traction Co.
1910,Oklahoma,Oklahoma City,10,Citizens' Traction Co.
1910,Oklahoma,Oklahoma City,60,Oklahoma Railway Co.
1910,Oklahoma,Sapulpa,10,Sapulpa & Interurban Railway Co.
1910,Oklahoma,Shawnee,12,Shawnee-Tecumseh Traction Co.
1910,Oklahoma,South McAlester,21.5,Choctaw Railway & Lighting Co.
1910,Oklahoma,Tulsa,15,Mid-Continent Traction Co.
1910,Oklahoma,Tulsa,5,Oklahoma Union Traction Co.
1910,Oklahoma,Tulsa,8.5,Tulsa Street Railway Co.
1910,Ontario,Berlin,2.5,Berlin & Bridgeport Street Railway Co.
1910,Ontario,Berlin,4,Berlin & Waterloo Street Hallway
1910,Ontario,Brantford,20.75,Grand Valley Railway Co.
1910,Ontario,Chatham,40,"Chatham, Wallaceburg & Lake Erie Railway Co."
1910,Ontario,Cornwall,7,"Cornwall Electric Railway, Light & Power Co."
1910,Ontario,Cornwall,6.5,"Cornwall Electric Railway, Light & Power Co."
1910,Ontario,Fort William,20,Mt. Mckay & Kakabeka Falls Railway
1910,Ontario,Galt,21,"Galt, Preston & Hespeler Street Railway Co."
1910,Ontario,Guelph,8.5,Guelph Radial Railway Co.
1910,Ontario,Hamilton,22,Brantford & Hamilton Electric Railway
1910,Ontario,Hamilton,107,Dominion Power & Transmission Co.
1910,Ontario,Hamilton,140,"Hamilton, Waterloo & Guelph Railway Co."
1910,Ontario,Kingston,23,"Kingston, Portsmouth & Cataraqui Electric Railwayco."
1910,Ontario,Kingston,8,"Kingston, Portsmouth & Cataraqui Electric Railwayco."
1910,Ontario,Kingsville,40,"Windsor, Essex & Lake Shore Rapid Railway Co."
1910,Ontario,London,29.75,London & Lake Erie Railway & Transport Co.
1910,Ontario,London,33.25,London Street Railway Co.
1910,Ontario,Oshawa,8.8,Oshawa Railway Co.
1910,Ontario,Ottawa,45,Ottawa Electric Railway Co.
1910,Ontario,Peterborough,6,Peterborough Radial Railway Co.
1910,Ontario,Port Arthur,19,Port Arthur & Ft. William Electric Street Railway
1910,Ontario,Sarnia,9.25,Sarnia Street Railway Co.
1910,Ontario,Sarnia,3.9,Sarnia Street Railway Co.
1910,Ontario,Sault Ste Marie,1,International Transit Co.
1910,Ontario,Sault Ste Marie,81,International Transit Co.
1910,Ontario,St. Catharines,50,"Niagara, St. Catharines & Toronto Railway"
1910,Ontario,St. Thomas,7.5,St. Thomas Street Railroad Co.
1910,Ontario,Toronto Junction,4,Toronto Suburban Street Railway Co.
1910,Ontario,Windsor,36.06,"Sandwich, Windsor & Amherstburg Railway Co."
1910,Ontario,Woodstock,12,"Woodstock, Thames Valley & Ingersoll Electric Railway Co."
1910,Ontario,Woodstock,26,"Woodstock, Thames Valley & Ingersoll Electric Railway Co."
1910,Oregon,Astoria,5.1,Astoria Electric Co.
1910,Oregon,Forest Grove,2.7,Forest Grove Transportation Co.
1910,Oregon,Oregon City,5,Willamette Falls Co.
1910,Oregon,Portland,75,Oregon Electric Railway Co.
1910,Oregon,Portland,241,"Portland Railway, Light & Power Co."
1910,Oregon,Portland,12,"Portland, Eugene & Eastern Railway Co."
1910,Oregon,Portland,27,United Railways Co.
1910,Oregon,Portland,25,Valley Railway Co.
1910,Oregon,Union,18,Central Railroadof Oregon
1910,Pennsylvania,Allentown,123.8,Lehigh Valley Transit Co.
1910,Pennsylvania,Allentown,20,Lehigh Valley Transit Co.
1910,Pennsylvania,Allentown,5,Whitehall Street Railway Co.
1910,Pennsylvania,Altoona,50.9,Altoona & Logan Valley Electric Railway Co.
1910,Pennsylvania,Altoona,50,Altoona & Logan Valley Electric Railway Co.
1910,Pennsylvania,Bangor,8.75,Bangor & Portland Traction Co.
1910,Pennsylvania,Bangor,18,Bangor & Portland Traction Co.
1910,Pennsylvania,Bangor,2,Stroudsburg & Water Gap Street Railway Co.
1910,Pennsylvania,Beaver,22.48,Ohio River Passenger Railway Co.
1910,Pennsylvania,Beaver Falls,46,Beaver Valley Traction Co.
1910,Pennsylvania,Beaver Falls,5,Paterson Heights Street Railway Co.
1910,Pennsylvania,Bethlehem,10,Bethlehem & Nazareth Passenger Railway Co.
1910,Pennsylvania,Bloomsburg,10,"Bloomsburg & Millville Street	Railway Co."
1910,Pennsylvania,Bloomsburg,30,"Columbia Power, Light & Railway Co."
1910,Pennsylvania,Blue Ball,5,"New Holland, Blue Ball & Terre Hill Street Railway Co."
1910,Pennsylvania,Boyertown,20,Oley Valley Railway Co.
1910,Pennsylvania,Butler,13.2,Butler Passenger Railway Co.
1910,Pennsylvania,Butler,33.6,Pittsburg & Butler Street Railway Co.
1910,Pennsylvania,Carlisle,6,Cumberland Railway Co.
1910,Pennsylvania,Chambersburg,13.2,Chambersburg & Gettysburg Electric Railway Co.
1910,Pennsylvania,Charleroi,1.9,West Side Electric Street Railway Co.
1910,Pennsylvania,Chester,5.37,Chester & Media Electric Railway Co.
1910,Pennsylvania,Chester,7.55,Chester Street Railway Co.
1910,Pennsylvania,Chester,40,Chester Traction Co.
1910,Pennsylvania,Chester,7.38,"Chester, Darby & Philadelphia Railway Co."
1910,Pennsylvania,Chester,8.83,Philadelphia & Chester Railway Co.
1910,Pennsylvania,Chester,20.6,Philadelphia & Chester Railway Co.
1910,Pennsylvania,Chester,1,Philadelphia & Chester Railway Co.
1910,Pennsylvania,Coatesville,11,Christiana & Coatesville Street Railway Co.
1910,Pennsylvania,Corry,5,Corry & Columbus Street Railway Co.
1910,Pennsylvania,Danielsville,7,Blue Ridge Traction Co.
1910,Pennsylvania,Danville,3,Danville & Sunbury Street Railway Co.
1910,Pennsylvania,Doylestown,13.4,Doylestown & Willow Grove Railroad Co.
1910,Pennsylvania,Doylestown,32,Philadelphia & Easton Street Railway Co.
1910,Pennsylvania,Du Bois,19,Du Bois Electric & Traction Co.
1910,Pennsylvania,Du Bois,12.35,United Traction Street Railway Co.
1910,Pennsylvania,Easton,51.78,Easton Transit Co.
1910,Pennsylvania,Easton,2.3,Pennsylvania Motor Co.
1910,Pennsylvania,Easton,25,Pennsylvania Motor Co.
1910,Pennsylvania,Elk Lick,12.5,Pennsylvania & Maryland Street Railway Co.
1910,Pennsylvania,Erie,32.29,Cleveland & Erie Railway Co.
1910,Pennsylvania,Erie,36,Erie Electric Motor Co.
1910,Pennsylvania,Erie,27.88,Erie Traction Co.
1910,Pennsylvania,Gettysburg,9.75,Gettysburg Railway Co
1910,Pennsylvania,Girardville,31,Schuylkill Railway
1910,Pennsylvania,Girardville,29.72,Schuylkill Railway
1910,Pennsylvania,Hanover,11,Hanover & Mcsherrystown Street Railway Co.
1910,Pennsylvania,Harrisburg,70.64,Central Pennsylvania Traction Co.
1910,Pennsylvania,Harrisburg,10.76,Harrisburg City Passenger Railway Co.
1910,Pennsylvania,Harrisburg,50,Harrisburg Traction Co.
1910,Pennsylvania,Hazleton,20.09,Lehigh Traction Co.
1910,Pennsylvania,Hazleton,30.4,Wilkes-Barre & Hazleton Railway Co.
1910,Pennsylvania,Hershey,12.3,Hummelstown & Campbellstown Street Railway Co.
1910,Pennsylvania,Homestead,3.25,Homestead & Mifflin Street Railway Co.
1910,Pennsylvania,Homestead,11.5,Homestead & Mifflin Street Railway Co.
1910,Pennsylvania,Huntingdon,4.5,Juniata Valley Electric Street Railway Co.
1910,Pennsylvania,Indiana,36,Indiana County Street Railways Co.
1910,Pennsylvania,Jersey Shore,4.5,Ersey Shore & Antes Fort Railroad Co.
1910,Pennsylvania,Jersey Shore,5.1,Jersey Shore Electric Street Railway Co.
1910,Pennsylvania,Johnstown,35.7,Johnstown Passenger Railway Co.
1910,Pennsylvania,Johnstown,12,Southern Cambria Railway Co.
1910,Pennsylvania,Kittanning,12,Kittanning & Leechburg Railways Co.
1910,Pennsylvania,Lancaster,143.18,Conestoga Traction Co.
1910,Pennsylvania,Lancaster,8.68,Lancaster & Columbia Railway Co.
1910,Pennsylvania,Lancaster,17.53,Lancaster & Eastern Street Railway Co.
1910,Pennsylvania,Lancaster,6.1,Lancaster & Eastern Street Railway Co.
1910,Pennsylvania,Lancaster,4.53,Lancaster & Rocky Springs Railway Co.
1910,Pennsylvania,Lancaster,12.13,Lancaster & York Furnace Street Railway Co.
1910,Pennsylvania,Lancaster,8.25,"Lancaster, Petersburg & Manheim Railway Co."
1910,Pennsylvania,Lancaster,11.16,"Lancaster, Willow Street, Lampeter & Strasburg Railway Co."
1910,Pennsylvania,Lancaster,13.16,"Rohrerstown, Landisville & Mt. Joy St. Railway Co."
1910,Pennsylvania,Latrobe,5.25,Latrobe Street Railway Co.
1910,Pennsylvania,Lebanon,24,Lebanon Valley Street Railway Co.
1910,Pennsylvania,Leechburg,8.9,Pittsburg & Allegheny Talley Railway Co.
1910,Pennsylvania,Lemoyne,8.05,Harrisburg & Mechanicsburg Electric Railway Co.
1910,Pennsylvania,Lemoyne,44,Valley Traction Co.
1910,Pennsylvania,Lemoyne,7.3,White Hill & Mechanicsburg Passenger Railway Co.
1910,Pennsylvania,Lewistown,8.9,Lewistown & Reedsville Electric Railway Co.
1910,Pennsylvania,Lock Haven,6,Susquehanna Traction Co.
1910,Pennsylvania,Mauch Chunk,12.5,Carbon Transit Co.
1910,Pennsylvania,Mckeesport,4,Highland Grove Traction Co.
1910,Pennsylvania,Meadville,16.01,Meadville & Cambridge Springs Street Railway Co.
1910,Pennsylvania,Meadville,29,Meadville Traction Co.
1910,Pennsylvania,Media,9.28,"Media, Glen Riddle & Rockdale Electric St. Railway Co."
1910,Pennsylvania,Media,8.7,"Media, Glen Riddle & Rockdale Electric St. Railway Co."
